hgnc_symbol	chromosome_name	start_position	end_position
MSRA	HG76_PATCH	2918137	3294116
MSRA	8	10054278	10428897
MST1	3	49683947	49689501
MSTN	2	190055700	190062729
MTDH	8	97644013	97730260
MTHFS	15	79833585	79897379
MTHFSD	16	86530178	86555235
MTIF3	13	27435634	27450613
MTPAP	10	30309801	30374448
MTR	1	236795260	236921278
MTRF1L	6	152987362	153002709
MTSS1	8	124550776	124728775
MTSS2	16	70661204	70686053
MUC13	3	124905440	124953819
MUC16	HG2461_PATCH	83783	260177
MUC16	19	8848844	9010390
MUC2	HG107_HG2565_PATCH	71614	108092
MUC2	HSCHR11_3_CTG1	149268	178809
MUC2	11	1074875	1110511
MUL1	1	20499445	20508151
MVK	12	109573255	109598125
MXRA7	17	76672551	76711004
MXRA8	1	1352689	1361777
MYBPC1	12	101568353	101686181
MYBPC2	19	50432805	50466328
MYCBP2	13	77042474	77327094
MYDGF	19	4641374	4670365
MYH9	22	36281279	36388010
MYL11	16	30370332	30377991
MYL3	3	46835109	46885911
MYL4	17	47200446	47227683
MYL6B	12	56151966	56159647
MYO9B	19	17075728	17214537
MYOC	1	171635417	171652688
MYOM2	HSCHR8_8_CTG1	228365	348679
MYOM2	8	2044682	2165552
MYOM3	1	24056035	24112190
MZB1	5	139387467	139390081
MZT1	13	72708367	72727629
NAA10	X	153929225	153935080
NAA80	3	50296402	50299416
NAAA	4	75910655	75941013
NAALAD2	HSCHR11_2_CTG8	37638	99017
NAALAD2	11	90131515	90192894
NACC1	19	13116468	13141147
NADK	1	1751232	1780544
NAGA	22	42058334	42071198
NAGK	2	71064344	71079808
NAGPA	16	5024756	5034141
NAGS	17	44004581	44011028
NAP1L4	HSCHR11_1_CTG7	175479	223447
NAP1L4	11	2944429	2992386
NAPRT	HSCHR8_3_CTG7	64825	68689
NAPRT	8	143574782	143578649
NARS1	18	57600000	57622213
NAT1	8	18170399	18223739
NBL1	1	19596979	19658456
NBN	8	89924515	90003228
NBR1	17	43170317	43211689
NCAM1	11	112961275	113278436
NCAM2	21	20998409	21543329
NCAN	19	19211948	19252247
NCF2	1	183554461	183593499
NCK2	2	105744369	105894275
NCL	2	231453531	231483641
NCLN	19	3185563	3209575
NCR1	HSCHR19KIR_ABC08_A1_HAP_CTG3_1	185097	189012
NCR1	HSCHR19KIR_FH05_A_HAP_CTG3_1	192170	196085
NCR1	HSCHR19KIR_FH08_A_HAP_CTG3_1	180368	184283
NCR1	HSCHR19KIR_FH06_BA1_HAP_CTG3_1	183517	187432
NCR1	HSCHR19KIR_FH06_A_HAP_CTG3_1	182100	186015
NCR1	HSCHR19LRC_COX2_CTG3_1	551333	561328
NCR1	HSCHR19KIR_FH05_B_HAP_CTG3_1	276389	280304
NCR1	HSCHR19_4_CTG3_1	888622	898622
NCR1	HSCHR19LRC_PGF1_CTG3_1	810507	820490
NCR1	19	54906148	54916140
NCR3	HSCHR6_MHC_APD_CTG1	2921474	2925564
NCR3	HSCHR6_MHC_COX_CTG1	3066178	3070268
NCR3	HSCHR6_MHC_SSTO_CTG1	2888176	2892265
NCR3	HSCHR6_MHC_DBB_CTG1	2836632	2840722
NCR3	HSCHR6_MHC_MANN_CTG1	2893936	2898026
NCR3	HSCHR6_MHC_MCF_CTG1	2930788	2934878
NCR3	HSCHR6_MHC_QBL_CTG1	2844718	2848806
NCR3	6	31588895	31593217
NCR3LG1	11	17351800	17377341
NCS1	9	130172347	130237303
NDRG1	8	133237175	133302022
NDRG4	16	58462846	58513628
NDUFA5	7	123536997	123557904
NDUFB4	3	120596303	120602507
NDUFB7	19	14566078	14572066
NDUFS4	5	53560633	53683338
NECAP2	HG1343_HG173_HG459_PATCH	244986	264343
NECAP2	1	16440707	16460081
NECTIN1	11	119623408	119729200
NECTIN2	19	44846175	44889228
NECTIN4	1	161070988	161090045
NEDD9	6	11183298	11382348
NEFL	8	24950955	24956721
NEK7	1	198156883	198322451
NELL1	11	20669551	21577711
NELL2	12	44508274	44921889
NENF	1	212432853	212446379
NEO1	15	73051645	73305205
NEXN	1	77888480	77943895
NFASC	1	204828651	205022822
NFAT5	16	69565094	69704666
NFATC1	18	79395856	79529325
NFATC3	16	68084751	68229259
NFE2	12	54292107	54301259
NFE2L1	17	48047889	48061545
NFKB1	4	102500937	102617302
NFKBIE	6	44258166	44265788
NFU1	2	69396113	69437657
NGF	1	115285904	115338770
NHERF1	17	74748619	74769360
NHERF2	16	2025356	2039026
NHLRC3	13	39038306	39050109
NID1	1	235975830	236065202
NID2	14	52004809	52069059
NINJ1	9	93121496	93134310
NISCH	3	52455118	52493068
NIT1	1	161118082	161125445
NIT2	3	100334625	100361635
NLGN1	3	173396284	174294372
NME1	17	51152949	51162428
NME2	17	51163013	51171749
NME3	16	1770317	1771732
NMI	2	151270467	151289908
NMNAT1	1	9943428	9985501
NMT1	17	44957992	45109016
NOG	17	56593699	56595611
NOP56	20	2652592	2658393
NOS1	12	117208142	117452170
NOS2	17	27756766	27800758
NOS3	7	150991017	151015653
NOTCH1	9	136494433	136546048
NOTCH2	1	119911553	120100779
NOTCH3	19	15159038	15200996
NPC2	14	74476192	74494177
NPDC1	9	137039459	137046695
NPHS1	19	35825372	35869287
NPL	1	182789293	182831017
NPLOC4	17	81556887	81648465
NPPB	1	11857464	11858976
NPPC	2	231921809	231926396
NPTX1	17	80466834	80477843
NPTX2	7	98617285	98629869
NPTXR	22	38818452	38844028
NPY	7	24284188	24291862
NQO1	16	69706996	69726668
NR1D2	3	23945286	23980637
NR1H2	19	50329640	50383404
NRBP1	2	27427790	27442260
NRCAM	7	108147623	108456717
NRGN	11	124739939	124747210
NRP1	10	33177492	33336262
NRP2	2	205681990	205798133
NRXN3	14	78170373	79868291
NSDHL	HSCHRX_1_CTG14	446157	484919
NSDHL	X	152830967	152869729
NSF	HSCHR17_2_CTG5	1110346	1276876
NSF	HSCHR17_1_CTG5	1576739	1743341
NSF	17	46590669	46757679
NSFL1C	20	1442162	1473842
NT5C	17	75130225	75131776
NT5C1A	1	39651229	39673328
NT5C3A	7	33014113	33062824
NT5E	6	85449584	85495791
NTF3	12	5432108	5521536
NTF4	19	49061066	49065076
NTRK2	9	84668375	85095751
NTRK3	15	87859751	88256993
NUB1	7	151341708	151378461
NUBP1	16	10743786	10769353
NUCB2	11	17208072	17349980
NUDC	1	26900238	26946885
NUDT16	3	131381671	131388830
NUDT2	9	34329506	34343713
NUDT5	10	12165328	12196127
NUMB	14	73274146	73466167
NXF1	11	62792123	62806302
NXPH3	17	49575871	49583827
NXT1	20	23350767	23354771
OAS1	12	112905856	112933219
OBP2B	HG2030_PATCH	31223	35196
OBP2B	9	133205277	133209250
OCLN	HSCHR5_2_CTG1_1	275189	339606
OCLN	5	69492184	69558104
OCRL	X	129539849	129592561
OGA	10	101784443	101818620
OGFR	20	62804178	62814000
OGN	HG1012_PATCH	217997	239425
OGN	9	92383268	92406734
OLA1	2	174072447	174248608
OLFM4	13	53028813	53052057
OLR1	12	10158301	10172138
OMD	HG1012_PATCH	247109	259200
OMD	9	92412380	92424471
OMG	HG2407_PATCH	351187	376701
OMG	17	31272013	31297539
OPHN1	X	67949349	68434120
OPLAH	8	144051265	144064091
OPTC	1	203494121	203508949
ORM1	9	114323025	114326479
OSCAR	HSCHR19LRC_COX2_CTG3_1	69048	77107
OSCAR	HSCHR19LRC_LRC_S_CTG3_1	69048	77107
OSCAR	HSCHR19LRC_COX1_CTG3_1	69048	77107
OSCAR	HSCHR19LRC_LRC_I_CTG3_1	69048	77107
OSCAR	HSCHR19LRC_LRC_T_CTG3_1	69048	77107
OSCAR	HSCHR19LRC_LRC_J_CTG3_1	69048	77107
OSCAR	HSCHR19_4_CTG3_1	69046	77113
OSCAR	HSCHR19LRC_PGF1_CTG3_1	69048	77107
OSCAR	HSCHR19LRC_PGF2_CTG3_1	69048	77107
OSCAR	19	54094668	54102692
OSM	22	30262829	30266851
OSMR	5	38845852	38945596
OSTN	3	191199241	191265615
OTUD6B	8	91070196	91087095
OTUD7B	1	149937812	150010758
OXCT1	5	41730064	41870589
OXT	20	3071620	3072517
P4HB	17	81843159	81860856
PABPC3	13	25096136	25099254
PACS2	14	105300563	105398147
PADI2	HG1343_HG173_HG459_PATCH	1481961	1534651
PADI2	1	17066761	17119459
PADI4	HG2095_PATCH	153419	209227
PADI4	1	17308195	17364004
PAEP	9	135561756	135566955
PAFAH1B3	19	42297023	42303546
PAFAH2	1	25959767	25999206
PAG1	8	80967810	81112116
PAGR1	16	29816152	29822489
PAK4	19	39125728	39182816
PALM	19	708935	748329
PALM3	HG109_PATCH	265204	273917
PALM3	19	14053363	14062076
PAM	5	102753981	103031149
PAMR1	11	35431823	35530300
PAPPA	9	116153791	116402321
PARD3	10	34109560	34815419
PARK7	1	7954264	7985505
PARP1	1	226360210	226408154
PATE4	11	125833316	125840072
PAXIP1	7	154943687	155003124
PAXX	9	136992403	136994074
PBLD	10	68282657	68334114
PBXIP1	1	154944059	154956451
PCBD1	10	70882280	70888605
PCBP1	2	70087477	70089203
PCBP2	12	53451900	53481162
PCDH1	5	141853090	141879246
PCDH10	4	133149294	133208606
PCDH12	5	141943581	141969741
PCDH17	13	57631744	57729311
PCDH7	4	30720369	31146805
PCDH9	13	66302834	67230445
PCDHB10	HG2308_PATCH	427529	430823
PCDHB10	5	141192353	141195647
PCDHB15	HG2308_PATCH	480571	484541
PCDHB15	5	141245395	141249365
PCDHGC5	5	141489081	141512975
PCNA	20	5114953	5126626
PCOLCE	7	100602334	100608175
PCOLCE2	3	142815922	142889206
PCSK1	5	96390333	96434143
PCSK7	11	117204337	117232528
PCSK9	1	55039445	55064852
PCYT2	17	81900958	81911461
PDAP1	7	99392048	99408665
PDCD1	HSCHR2_3_CTG15	61979	71006
PDCD1	2	241849884	241858894
PDCD1LG2	9	5510491	5571282
PDCD5	19	32581188	32587453
PDCD6	5	271621	314974
PDCL2	4	55556519	55592245
PDE4D	5	58969038	60522120
PDE5A	4	119494397	119628804
PDGFA	7	497258	520695
PDGFB	22	39223359	39244982
PDGFC	4	156760454	156971799
PDGFD	11	103907189	104164379
PDGFRA	4	54229130	54298246
PDGFRB	5	150113839	150158260
PDGFRL	8	17576433	17644071
PDIA3	15	43746394	43773279
PDIA4	7	149003046	149028662
PDIA5	3	123067025	123225227
PDK1	2	172555373	172608669
PDLIM5	4	94451857	94668227
PDLIM7	5	177483393	177497608
PDP1	8	93857788	93926068
PDRG1	20	31944337	31952069
PDZD2	5	31639121	32110933
PDZK1	1	145670848	145708148
PDZK1IP1	1	47183582	47191398
PEAR1	1	156893666	156916432
PEBP1	12	118136071	118145584
PECAM1	17	64319415	64413776
PECR	2	215996329	216082955
PENK	8	56436674	56448048
PEPD	19	33386950	33521823
PER3	1	7784291	7845181
PF4	4	73980811	73982027
PF4V1	4	73853296	73854483
PFDN5	HG2554_PATCH	19051	23212
PFDN5	12	53295291	53299452
PFKFB2	1	207034366	207081243
PGA4	11	61222347	61231694
PGD	1	10398592	10420511
PGF	14	74941830	74955626
PGLYRP1	19	46019153	46023053
PGLYRP2	19	15468642	15498956
PGM1	1	63593241	63660245
PGR	11	101029624	101129813
PGRMC2	4	128269237	128288829
PHACTR2	6	143536845	143831185
PHLDB1	11	118606396	118658038
PHOSPHO1	17	49223366	49230787
PHYKPL	5	178207144	178233208
PI16	6	36948263	36965993
PI3	20	45174902	45176544
PIBF1	13	72781641	73017823
PIGR	1	206928522	206949367
PIK3AP1	10	96593043	96720534
PIK3IP1	22	31281594	31292534
PIKFYVE	2	208266234	208358755
PILRA	7	100367530	100400096
PILRB	7	100352176	100367831
PIM1	6	37170152	37175428
PIN4	X	72181353	72302926
PINLYP	19	43575801	43583964
PKD1	16	2088708	2135898
PKD2	4	88007629	88077777
PKLR	HSCHR1_2_CTG31	94862	106457
PKLR	1	155289293	155301438
PKN3	9	128702499	128720924
PLA2G10	HSCHR16_1_CTG1	245404	267531
PLA2G10	16	14672548	14694308
PLA2G12B	10	72933098	72954845
PLA2G15	16	68245304	68261063
PLA2G1B	12	120322115	120327779
PLA2G2A	1	19975431	19980462
PLA2G2E	1	19920009	19923617
PLA2G4A	1	186828949	186988986
PLA2G7	6	46704201	46735718
PLA2R1	2	159932006	160062636
PLAT	8	42174718	42207709
PLAU	10	73909177	73917501
PLAUR	19	43646095	43670547
PLB1	2	28457145	28644142
PLCB1	20	8077251	8968360
PLCB2	15	40278176	40307941
PLCG1	20	41136931	41196801
PLD3	19	40348453	40389472
PLEKHO1	1	150149183	150164720
PLG	6	160702105	160754097
PLIN1	15	89664365	89679450
PLIN3	19	4838339	4867717
PLOD2	3	146035139	146163725
PLPBP	8	37762585	37779770
PLSCR3	HG2046_PATCH	10184	15299
PLSCR3	17	7389727	7397054
PLTP	20	45898621	45912235
PLXDC1	17	39063313	39154394
PLXDC2	10	19815943	20289856
PLXNA1	3	126982693	127037389
PLXNA4	7	132123340	132648688
PLXNB2	22	50274978	50307695
PLXNB3	X	153764186	153779346
PLXNC1	12	94148577	94307675
PM20D1	1	205828025	205850132
PMEL	12	55954104	55973317
PMM2	16	8788823	8862534
PMVK	1	154924732	154937008
PNKP	19	49859882	49878351
PNLIP	10	116545931	116567855
PNLIPRP1	HG2576_PATCH	1381	20171
PNLIPRP1	10	116590385	116609175
PNLIPRP2	HG2576_PATCH	31949	56139
PNLIPRP2	10	116620953	116645143
PNMA1	14	73711783	73714384
PNP	HG2526_HG2573_PATCH	664673	679775
PNP	14	20461992	20477094
PNPT1	2	55634061	55693863
PODXL	7	131500254	131558217
PODXL2	3	127629143	127672810
POF1B	X	85276746	85379755
POFUT1	20	32207851	32238658
POLM	7	44070915	44082530
POLR2F	22	37952607	38041915
POMC	2	25160853	25168903
PON1	7	95297173	95324710
PON2	7	95404861	95435389
PON3	7	95357618	95396493
POR	7	75899200	75986855
POSTN	13	37562582	37598855
PPBP	4	73985966	73988276
PPCDC	15	75023586	75117462
PPIA	7	44796678	44824564
PPIB	15	64155740	64163159
PPIF	10	79347466	79355337
PPL	16	4882507	4960741
PPM1B	2	44167969	44244384
PPM1F	22	21919425	21952848
PPME1	11	74171083	74254703
PPP1CC	12	110719680	110742939
PPP1R12A	12	79773563	79935460
PPP1R14A	19	38251237	38256557
PPP1R14D	15	40815446	40829391
PPP1R2	3	195514428	195543386
PPP1R9B	17	50133737	50150703
PPP2R3A	3	135965655	136147894
PPP2R5A	1	212285357	212361863
PPP3R1	2	68178857	68256237
PPT1	1	40072710	40097267
PPY	17	43940804	43944144
PRAP1	10	133347196	133354013
PRCP	11	82822936	82970584
PRDM1	6	105993463	106109939
PRDX1	1	45510914	45542816
PRDX2	19	12796817	12801849
PRDX3	10	119167699	119178865
PRDX5	11	64318041	64321822
PRDX6	1	173476814	173489064
PRELP	1	203475777	203491352
PRG2	11	57386780	57391143
PRG3	11	57376769	57381150
PRKAA2	1	56645314	56715335
PRKAB1	12	119667864	119681624
PRKACA	HG109_PATCH	303847	330243
PRKACA	19	14091688	14118084
PRKAR1A	17	68511780	68551319
PRKAR2A	3	48744591	48847874
PRKCB	16	23835959	24220611
PRKCZ	1	2050411	2185395
PRKG1	10	50990888	52298423
PRKRA	2	178431292	178451512
PRL	6	22287244	22302826
PRND	20	4721909	4728460
PROC	2	127415933	127429762
PROCR	20	35171850	35216240
PROK1	1	110451149	110457358
PROS1	3	93873046	93980003
PRRT3	3	9939450	9952424
PRSS2	HSCHR7_2_CTG6	793943	797532
PRSS2	7	142760398	142774564
PRSS22	HSCHR16_5_CTG1	32208	37628
PRSS22	16	2852728	2858210
PRSS27	16	2712419	2721166
PRSS3	9	33750679	33799231
PRSS53	16	31083437	31089628
PRSS8	16	31131433	31135727
PRTFDC1	10	24848614	24952606
PRTG	15	55611544	55743152
PRTN3	HSCHR19_5_CTG2	19803	27018
PRTN3	19	840999	848175
PSAP	10	71816289	71851330
PSAPL1	4	7430285	7434930
PSCA	8	142670308	142682725
PSD	10	102402614	102421539
PSD2	5	139795808	139844470
PSG1	19	42866464	42879822
PSG5	19	43166256	43186536
PSIP1	9	15464065	15511202
PSMD9	12	121888726	121918297
PSME1	HG1_PATCH	437141	439945
PSME1	14	24136156	24138967
PSMG3	7	1567332	1571078
PSMG4	6	3231403	3304020
PSPN	19	6375148	6379058
PSRC1	1	109279545	109284107
PSTPIP2	18	45983536	46072296
PTEN	HG2334_PATCH	78462	183684
PTEN	10	87862638	87971930
PTGDS	9	136975053	136981750
PTGES2	9	128120693	128128462
PTGR1	9	111549722	111599893
PTH	11	13492054	13496181
PTH1R	3	46877721	46903799
PTH2	19	49422419	49423660
PTHLH	12	27958084	27972755
PTK2B	8	27311456	27459392
PTK6	20	63528001	63537376
PTN	7	137227341	137344358
PTPN1	20	50510321	50585241
PTPN11	12	112418351	112509918
PTPN6	12	6946417	6961316
PTPN7	1	202147012	202161588
PTPN9	15	75463251	75579583
PTPRB	12	70515870	70637440
PTPRC	HSCHR1_3_CTG31	280076	363881
PTPRC	1	198629900	198759346
PTPRF	1	43525086	43626579
PTPRH	19	55181230	55209508
PTPRK	HSCHR6_1_CTG8	313977	870008
PTPRK	6	127968780	128520619
PTPRM	18	7566782	8406861
PTPRN2	HSCHR7_1_CTG7	53097	186331
PTPRN2	7	157539056	158587823
PTPRR	12	70638073	70920738
PTPRS	19	5158495	5340941
PTPRU	1	29236505	29326813
PTPRZ1	7	121873089	122062037
PTRHD1	2	24789728	24793391
PTS	11	112226367	112269955
PTX3	3	157436850	157443633
PVALB	HSCHR22_1_CTG5	21471	40266
PVALB	22	36800682	36819479
PVR	19	44643798	44666162
PXN	12	120210439	120265795
PXYLP1	3	141228726	141367753
PYDC1	16	31215962	31217162
PYGL	14	50857891	50944734
PYY	17	43952733	44004469
PZP	12	9148840	9208399
QDPR	4	17460261	17512206
QPCT	2	37342827	37373322
QSOX1	1	180154869	180204030
QSOX2	9	136206333	136245812
RAB10	2	26033481	26138436
RAB11FIP3	HSCHR16_CTG2	24765	125679
RAB11FIP3	16	425593	523012
RAB1A	2	65070696	65130986
RAB26	16	2140803	2154165
RAB27B	18	54717857	54895516
RAB2A	8	60516936	60623644
RAB2B	14	21459020	21476960
RAB33A	X	130171950	130184874
RAB35	12	120095094	120117502
RAB37	17	74670578	74747337
RAB39B	X	155258235	155264491
RAB44	6	36697826	36733184
RAB6A	11	73675638	73761465
RABEP1	17	5282259	5386340
RABEPK	9	125200538	125234161
RABGAP1L	1	174159410	174995308
RAC3	17	82031637	82034204
RACGAP1	12	49976923	50033136
RAD23A	19	12945848	12953646
RAD23B	9	107283137	107332192
RAD51D	17	35092221	35121522
RALY	20	33993632	34108308
RANBP1	22	20115877	20127355
RANBP3	19	5916139	5978144
RAP1A	1	111542218	111716691
RAP1GAP	1	21596215	21669846
RAPGEF2	4	159103013	159360174
RARRES1	3	158696892	158732798
RARRES2	7	150338314	150342144
RASSF2	20	4780019	4823870
RBFOX3	17	79089345	79611258
RBKS	2	27780857	27890681
RBM17	10	6086898	6117457
RBM23	14	22893204	22919182
RBP1	3	139517434	139539829
RBP2	3	139452884	139480767
RBP5	HG1398_PATCH	43422	56575
RBP5	12	7115736	7128889
RBP7	1	9997054	10016021
RBPMS	8	30384416	30572256
RBPMS2	15	64739886	64775621
RCC1	1	28505943	28539300
RCN2	15	76931738	76954393
RDH16	12	56950087	56959374
RECK	9	36036905	36124455
REEP4	8	22138019	22141951
REG1A	2	79120362	79123409
REG1B	2	79085023	79088019
REG3A	2	79157003	79159753
REG4	1	119794017	119811580
RELB	19	45001461	45038192
RELT	11	73376325	73397474
REN	1	204154815	204190324
REPIN1	7	150368071	150374045
REPS1	6	138903493	138988354
RET	10	43077026	43130351
RETN	19	7669049	7670455
RFK	9	76385526	76394517
RFNG	17	82047902	82051831
RGCC	13	41457532	41470877
RGMA	15	93035271	93089211
RGMB	5	98768004	98798643
RGS10	10	119499817	119543294
RGS18	1	192158462	192185815
RGS8	1	182641816	182684587
RHOA	3	49359136	49412998
RHOC	1	112701127	112707845
RHPN2	19	32978592	33064888
RIC3	11	8106056	8169055
RIDA	8	98102336	98117175
RIGI	9	32455302	32526348
RILP	HSCHR17_1_CTG2	76173	80105
RILP	17	1646143	1650077
RILPL2	12	123409714	123436684
RLBP1	15	89209869	89222577
RLN2	9	5299864	5304716
RMDN1	8	86468257	86514357
RNASE1	14	20801228	20802884
RNASE3	14	20891385	20892348
RNASE4	14	20682598	20701216
RNASE6	14	20781068	20782467
RNASEH2A	19	12806505	12813643
RNASET2	6	166922113	166957448
RNF13	3	149809445	149962153
RNF149	2	101271219	101308724
RNF168	3	196468783	196503768
RNF41	12	56202179	56224275
RNF43	17	58353676	58417735
RNF5	HSCHR6_MHC_APD_CTG1	3510956	3513395
RNF5	HSCHR6_MHC_SSTO_CTG1	3494561	3497000
RNF5	HSCHR6_MHC_COX_CTG1	3616712	3619145
RNF5	HSCHR6_MHC_MANN_CTG1	3483335	3485774
RNF5	HSCHR6_MHC_MCF_CTG1	3520375	3522812
RNF5	HSCHR6_MHC_QBL_CTG1	3401555	3403994
RNF5	6	32178405	32180793
ROBO1	3	78597239	79767998
ROBO2	3	75906695	77649964
ROBO4	11	124883666	124898500
ROR1	1	63774017	64181498
RP2	X	46836928	46889240
RPA2	1	27891524	27914746
RPE	2	210002565	210022262
RPL14	3	40457292	40468587
RPL30	8	98024851	98046469
RPN1	3	128619968	128681075
RPS27A	2	55229447	55236044
RPS3	11	75394327	75422280
RPS3A	HSCHR4_2_CTG8_1	36355	41373
RPS3A	4	151099565	151104652
RPS4X	X	72255679	72277312
RPS7	2	3575198	3580952
RPSA	3	39406709	39426255
RRAS	19	49635292	49640143
RRM1	11	4094707	4138932
RRM2	2	10120698	10211725
RRM2B	8	102204502	102239382
RSPO1	1	37610802	37635604
RSPO3	6	127118663	127199481
RTBDN	19	12825477	12838362
RTN4IP1	6	106570771	106629498
RTN4R	22	20241415	20283246
RWDD1	6	116571409	116597675
S100A11	1	152032504	152047907
S100A12	1	153373711	153375621
S100A13	1	153618612	153634442
S100A14	1	153614255	153616996
S100A16	1	153606882	153614012
S100A4	1	153543613	153550136
S100A6	1	153534591	153536549
S100G	X	16650158	16654670
S100P	4	6693878	6697170
SAA4	11	18231344	18236860
SAMD9L	7	93130056	93148385
SAT2	17	7626234	7627876
SBSN	19	35523367	35528351
SCAMP2	15	74843728	74873374
SCAMP3	HSCHR1_2_CTG31	61002	67453
SCAMP3	1	155255979	155262433
SCARA5	8	27869883	27992834
SCARB2	4	76158737	76234536
SCARF1	HSCHR17_1_CTG2	63886	75775
SCARF1	17	1633851	1645753
SCARF2	22	20424584	20437944
SCG2	2	223596940	223602361
SCG3	15	51681492	51721026
SCGB1A1	11	62405103	62423195
SCGB2A1	11	62208673	62213943
SCGB3A1	5	180590105	180591499
SCGB3A2	5	147869800	147882197
SCGN	6	25652201	25701783
SCLY	2	238060924	238099413
SCMH1	1	41027202	41242306
SCN4B	11	118133377	118152888
SCPEP1	17	56978111	57006768
SCRG1	4	173384701	173410218
SCRN1	7	29920104	29990289
SCT	HSCHR11_1_CTG8	156330	157042
SCT	11	626309	627181
SDC1	2	20200796	20225433
SDC4	20	45325288	45348425
SDCCAG8	HSCHR1_3_CTG32_1	268164	512199
SDCCAG8	1	243255349	243500095
SDF2	17	28648346	28662189
SDHB	1	17018664	17054151
SDK2	17	73334384	73644445
SEC13	3	10293131	10321123
SEC31A	4	82818081	82901166
SEL1L	14	81471547	81533863
SEL1L2	HG2225_PATCH	57798	210052
SEL1L2	20	13849247	13996443
SELE	1	169722640	169764705
SELENOS	15	101270531	101277500
SELL	1	169690665	169712202
SELP	1	169588421	169630193
SELPLG	12	108620413	108633894
SEMA3A	7	83955777	84492939
SEMA3F	3	50155012	50189075
SEMA3G	3	52433035	52445103
SEMA4C	2	96859718	96873840
SEMA4D	9	89360787	89498167
SEMA6A	5	116443555	116576161
SEMA6C	1	151131685	151147813
SEMA7A	HG2198_PATCH	238558	263227
SEMA7A	15	74409289	74433958
SEMG2	20	45221373	45224458
SEPHS1	10	13317425	13348596
SEPTIN3	22	41969443	41998221
SEPTIN8	5	132750814	132807241
SERPINA1	HSCHR14_7_CTG1	1493319	1507265
SERPINA1	14	94376745	94390866
SERPINA11	14	94442464	94452828
SERPINA12	14	94487274	94517844
SERPINA3	14	94612377	94624645
SERPINA4	14	94561390	94570482
SERPINA5	14	94561442	94593120
SERPINA6	HSCHR14_7_CTG1	1418810	1437956
SERPINA6	14	94304248	94323389
SERPINA7	X	106032425	106038778
SERPINA9	14	94462717	94481125
SERPINB1	6	2832332	2842001
SERPINB6	6	2948158	2972375
SERPINB8	18	63970029	64019779
SERPINB9	6	2887169	2903309
SERPINC1	1	173903519	173917543
SERPIND1	22	20774112	20787721
SERPINE1	7	101122158	101139263
SERPINE2	2	223975045	224039688
SERPINF1	HSCHR17_1_CTG2	190908	195943
SERPINF1	17	1761979	1777627
SERPINF2	HSCHR17_1_CTG2	171788	184217
SERPINF2	17	1742069	1755271
SERPING1	11	57597387	57619246
SERPINH1	11	75561564	75572787
SERPINI1	3	167735068	167825573
SERPINI2	3	167441914	167478972
SESTD1	2	179101678	179264832
SETMAR	3	4303304	4320649
SEZ6	17	28954901	29006440
SEZ6L	22	26169462	26383597
SEZ6L2	16	29871159	29899550
SF3B4	1	149923317	149927803
SFRP1	8	41261956	41309511
SFRP4	7	37905932	38025695
SFTPA1	10	79610412	79616115
SFTPA2	10	79555761	79560492
SFTPD	10	79937128	79983996
SGSH	17	80206716	80220923
SH2B3	12	111405000	111451623
SH2D1A	X	124227868	124373197
SH3BP1	22	37634654	37656117
SH3BP2	4	2793020	2841291
SH3GLB2	9	129007036	129028369
SHBG	17	7613946	7633469
SHC1	1	154962284	154974395
SHH	7	155799980	155812463
SHISA5	3	48467798	48504826
SHMT1	HSCHR17_3_CTG1	88247	123941
SHMT1	17	18327686	18363550
SIAE	11	124633113	124695707
SIGIRR	11	405711	417473
SIGLEC1	20	3686970	3712647
SIGLEC10	19	51410020	51417803
SIGLEC12	19	51491227	51501800
SIGLEC14	19	51639478	51646825
SIGLEC5	19	51630101	51645545
SIGLEC5	19	51610948	51630401
SIGLEC6	19	51517819	51531856
SIGLEC7	19	51142288	51153658
SIGLEC8	19	51450847	51458469
SIGLEC9	19	51124906	51140470
SIL1	5	138946720	139293557
SIRPA	20	1892726	1940592
SIRPB1	20	1561385	1620061
SIRPB2	20	1470741	1491587
SIRPG	20	1629152	1657779
SIRT1	10	67884656	67918390
SIRT2	HG26_PATCH	288227	309534
SIRT2	19	38878555	38900501
SIRT5	6	13574210	13615158
SIT1	9	35649288	35650963
SKAP1	17	48133437	48430275
SKAP2	7	26667003	26995239
SKIL	3	170357287	170396835
SLA2	20	36612318	36646205
SLAMF1	1	160608100	160647044
SLAMF6	1	160485030	160523273
SLAMF7	1	160739057	160754821
SLAMF8	1	159826693	159837492
SLC14A2	18	45212995	45683688
SLC16A1	HG2104_PATCH	2426	47592
SLC16A1	1	112911847	112957593
SLC27A4	9	128340506	128363283
SLC39A14	8	22366727	22434129
SLC39A5	12	56230039	56238214
SLC4A1	17	44248390	44268141
SLC51B	15	65045387	65053397
SLC5A8	HSCHR12_3_CTG2_1	48085	102804
SLC5A8	12	101155493	101210238
SLIT2	4	20251903	20620561
SLITRK1	13	83877205	83882474
SLITRK2	X	145817819	145829856
SLITRK6	13	85792790	85806683
SLMAP	3	57755450	57931461
SLURP1	8	142740949	142742406
SMAD1	4	145480769	145559176
SMAD2	18	47808957	47931569
SMAD3	15	67063763	67195173
SMAD5	5	136132845	136188747
SMAP1	6	70667776	70862015
SMC3	10	110567680	110606048
SMNDC1	10	110290730	110304963
SMOC1	14	69854131	70032366
SMOC2	6	168440656	168673445
